Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,News Sentiments
23-08-2017,30.60282041,30.84204378,30.46105878,30.70914078,19648100,0,0,1.963510431
24-08-2017,30.74457461,30.91291544,30.61167164,30.75343323,14301900,0,0,-0.140848679
25-08-2017,30.85089575,30.94835748,30.63825506,30.71799278,14726800,0,0,1.962872649
28-08-2017,30.81545439,30.83317501,30.64711356,30.70027542,20712900,0,0,2.564720845
29-08-2017,30.57623663,30.78888075,30.53193676,30.77116013,15843700,0,0,-2.285617635
30-08-2017,30.78887901,30.97494049,30.68255865,30.91292,18565000,0,0,-1.143725594
31-08-2017,30.95722249,31.16986661,30.89520199,31.07240486,16366800,0,0,0.956926206
01-09-2017,31.22302712,31.35592674,31.07240351,31.09012413,12822000,0,0,-0.289673457
05-09-2017,31.02810478,31.3027694,30.94836366,31.02810478,18772000,0,0,3.095739221
06-09-2017,31.20530493,31.84323048,31.10784319,31.68374825,28076400,0,0,-1.272062379
07-09-2017,31.79006865,31.85208914,31.30276339,31.48882484,16297100,0,0,-3.747541609
08-09-2017,31.38249872,31.48882245,31.08125832,31.17871666,14125000,0,0,2.098405103
11-09-2017,31.44453728,31.89640148,31.13443135,31.69261932,20037600,0,0,2.054321599
12-09-2017,31.79007566,32.19763991,31.66603466,31.97613716,19489900,0,0,-0.354243906
13-09-2017,31.89639648,32.25080224,31.86981723,32.18878174,15509800,0,0,2.446557549
14-09-2017,32.06472661,32.51659397,32.03814737,32.32167053,18093900,0,0,-0.090840571
15-09-2017,32.38368894,32.85327688,32.09130718,32.78239441,33596100,0,0,0.86211971
18-09-2017,32.78239441,33.07477955,32.6051916,32.78239441,19393800,0,0,0.384105935
19-09-2017,32.95960011,33.04819983,32.80011791,32.98617935,23850500,0,0,2.395260431
20-09-2017,32.98617915,33.03934101,32.48115331,32.84441757,23957500,0,0,3.082619923
21-09-2017,32.77354849,33.02163049,32.64950411,32.95960999,22954200,0,0,-1.46896677
22-09-2017,32.73809721,32.97732051,32.73809721,32.94187927,21631800,0,0,0.071596719
25-09-2017,32.82669447,32.98617667,32.64949167,32.92415619,23180800,0,0,-1.914227376
26-09-2017,32.96846871,33.34945371,32.78240721,33.19883347,29790400,0,0,0.387257915
27-09-2017,33.33173193,33.39375243,32.87100582,33.26085281,25981400,0,0,2.622731146
28-09-2017,33.06593185,33.56209925,33.0393526,33.51779938,21171400,0,0,-1.085577596
29-09-2017,33.52665565,33.80132027,33.40261466,33.73929977,23217300,0,0,3.237683367
02-10-2017,33.77473112,34.63416269,33.73929326,34.58986282,37394500,0,0,3.412953261
03-10-2017,34.51012074,35.17462883,34.51012074,34.89110565,34002200,0,0,0.382322145
04-10-2017,34.89996698,34.90882898,34.43038231,34.85566711,28368800,0,0,-1.343134102
05-10-2017,34.99742665,35.13032962,34.7404827,35.02400589,17710300,0,0,-1.289880376
06-10-2017,35.08603486,35.34297887,34.92655261,35.11261749,18887500,0,0,2.944359924
09-10-2017,35.15691257,35.33411543,35.01515097,35.31639481,18494100,0,0,-0.372069993
10-10-2017,35.37841491,35.39613554,34.8911096,35.13033295,29890000,0,0,0.026585006
11-10-2017,34.97970698,35.14804782,34.60758406,34.82022476,30754700,0,0,-0.057595633
12-10-2017,34.86452849,34.89996974,34.53670539,34.72276688,18286900,0,0,2.173854906
13-10-2017,34.94426631,35.27209276,34.80250471,35.1480484,16829400,0,0,-0.00235547
16-10-2017,35.18348715,35.25436964,34.94426384,35.22778702,12489100,0,0,-2.314988218
17-10-2017,35.05058577,35.32524693,34.88224156,35.25436783,15532800,0,0,-0.541568142
18-10-2017,35.26323592,35.69738278,35.08603305,35.66194153,21424600,0,0,1.165109372
19-10-2017,35.33410687,35.73281235,35.28980701,35.5201683,19222700,0,0,-1.470273103
20-10-2017,35.73281903,35.83913938,35.52903356,35.82141876,18335700,0,0,0.592212809
23-10-2017,35.92774167,36.36188851,35.79484207,36.17582703,28647000,0,0,1.754180978
24-10-2017,36.32645396,36.37075384,36.07837194,36.28215408,19652400,0,0,0.91108592
25-10-2017,36.2289887,36.37961232,35.87458633,36.13152695,24031700,0,0,2.583000712
26-10-2017,36.24669976,36.84032872,36.06949693,36.63654327,38247400,0,0,4.85334363
27-10-2017,38.3642685,39.8704876,38.18706566,39.33888245,90028300,0,0,-0.115687976
30-10-2017,39.4097672,40.03883417,38.87816197,39.31230545,48161500,0,0,3.951479187
31-10-2017,40.04769772,40.57930297,39.56039235,40.30464172,47000900,0,0,3.961445352
01-11-2017,40.72991681,41.3855629,40.39323177,41.3855629,47813700,0,0,3.182975853
02-11-2017,41.29696242,41.84628815,40.94255676,41.7311058,44602300,0,0,-0.964315571
03-11-2017,41.81971295,41.90831268,40.40209355,41.05774307,39298100,0,0,-1.419940531
06-11-2017,41.53278952,41.657569,41.0782476,41.62191772,34035000,0.273,0,1.65041055
07-11-2017,41.62190764,41.96949904,41.34561539,41.69320679,24461400,0,0,0.152880526
08-11-2017,41.55061516,41.62191772,41.24758608,41.62191772,21565800,0,0,-0.619787486
09-11-2017,41.04258839,41.34561741,40.68608585,41.26540375,25570400,0,0,1.153919454
10-11-2017,41.0336825,41.0782449,40.44545001,40.623703,24095400,0,0,2.872095621
13-11-2017,40.33849173,40.94454979,40.32958061,40.77521133,18999000,0,0,1.04812947
14-11-2017,40.73065497,40.9267302,40.39197461,40.87325668,22201200,0,0,-0.422811885
15-11-2017,40.45435849,40.82869008,40.25827987,40.51674652,17157200,0,0,-2.50779119
16-11-2017,40.66827055,41.06042446,40.5167543,40.68609619,26439400,0,0,0.712523672
17-11-2017,40.55240473,40.65935518,39.76809354,39.77700806,63798000,0,0,-2.841780709
20-11-2017,39.86614008,40.21373164,39.66115027,39.76810074,22420000,0,0,3.582682416
21-11-2017,39.8572123,40.30284302,39.84829778,40.05328751,21871000,0,0,-0.182234968
22-11-2017,40.05328591,40.06220043,39.6967834,39.79482269,19538300,0,0,-1.002227054
24-11-2017,39.70569631,39.91068603,39.59874589,39.88394928,6465800,0,0,0.194232096
27-11-2017,39.58984168,39.75918357,39.45615447,39.65223312,18202100,0,0,3.14888506
28-11-2017,39.79483928,39.9641778,39.50072127,39.86613846,20194100,0,0,-4.372876312
29-11-2017,39.97308143,40.18698571,39.01052067,39.17094803,27036900,0,0,4.180699658
30-11-2017,39.53635963,40.28501941,39.50962288,39.96416473,34145300,0,0,2.450834831
01-12-2017,39.86612993,39.96416925,38.79661536,39.82156754,26656300,0,0,-2.807966181
04-12-2017,40.12460072,40.3741529,39.50963139,39.65223312,28000800,0,0,-1.85203838
05-12-2017,39.75026732,40.01764852,38.52923983,38.71640396,30626900,0,0,-2.278528255
06-12-2017,38.44902279,38.96595612,38.03012877,38.72531509,27710800,0,0,1.900442196
07-12-2017,38.73422287,38.85899893,38.1281648,38.39554596,32708400,0,0,0.459357771
08-12-2017,38.63618469,38.84117783,38.42228384,38.63618469,23154700,0,0,2.820582438
11-12-2017,38.57379906,39.01942984,38.5470623,38.9124794,20425900,0,0,0.390473886
12-12-2017,38.74314232,38.87682952,38.39555084,38.61836624,16557400,0,0,-0.395799948
13-12-2017,38.90356969,38.91248081,38.53815258,38.62727737,21399500,0,0,-1.64476987
14-12-2017,38.70749694,38.83227304,38.34207977,38.55598068,19644900,0,0,3.862131158
15-12-2017,38.68074792,39.96416317,38.38663001,39.71461105,47477000,0,0,2.590237666
18-12-2017,40.24046172,41.30997289,40.1424224,41.22975922,50369300,0,0,3.846110661
19-12-2017,41.26539574,42.12100574,40.89997876,41.92493057,41421100,0,0,2.225435425
20-12-2017,42.30819116,42.45970401,41.58626801,42.38840485,40935000,0,0,-0.573206526
21-12-2017,42.37057465,42.41513705,41.49713875,41.67538834,42963500,0,0,-1.426054117
22-12-2017,41.29215188,41.90712117,41.01585956,41.62191772,33913500,0,0,-0.215323331
26-12-2017,41.24758554,41.41692742,40.95347098,41.06933594,15533300,0,0,2.918578059
27-12-2017,41.09606552,41.31888088,40.99802622,41.09606552,13359700,0,0,1.483467402
28-12-2017,41.31888695,41.31888695,40.95346984,41.19411087,9504400,0,0,-2.722831978
29-12-2017,41.18519503,41.43475057,41.07824459,41.14063263,17394500,0,0,3.792882193
02-01-2018,41.33671316,41.80016959,41.18519692,41.75560379,23370800,0,0,-1.05516993
03-01-2018,40.52566851,41.18520023,38.90357257,40.33850098,116479000,0,0,-3.640670521
04-01-2018,38.78771066,39.79483736,38.0479618,39.5987587,89209100,0,0,1.725353668
05-01-2018,39.59875345,40.2404629,39.12638589,39.87504578,41824000,0,0,0.193001608
08-01-2018,39.45615173,39.96417058,39.17985941,39.87504578,33733800,0,0,-1.435606023
09-01-2018,39.83939524,39.96417132,38.76096949,38.87683105,44282300,0,0,-5.345954378
10-01-2018,38.61836506,38.85900269,37.82513942,37.87861633,45735000,0,0,1.623268564
11-01-2018,38.14599662,38.84118299,37.83405641,38.68966675,35371500,0,0,-1.943653507
12-01-2018,38.72531106,38.85899824,38.33315385,38.53814697,29973600,0,0,1.428402496
16-01-2018,38.81443361,39.02833785,38.22620122,38.44901657,38367200,0,0,5.128684043
17-01-2018,38.81443908,39.61657582,38.77878781,39.56309891,32368600,0,0,2.956668003
18-01-2018,39.5720152,39.87504427,39.36702205,39.64331436,26826500,0,0,0.357541659
19-01-2018,39.76809707,40.00873815,39.43833119,39.9463501,25780200,0,0,0.955718614
22-01-2018,39.92851228,40.81086261,39.91960116,40.77521133,27706800,0,0,-0.295534037
23-01-2018,40.82868687,41.07823898,40.66825955,41.05150223,22135100,0,0,-2.185281979
24-01-2018,40.90889696,41.11388667,40.07110913,40.56130219,32464200,0,0,-3.206060447
25-01-2018,40.89108268,41.32779895,40.25828436,40.37414932,36758700,0,0,6.56105926
26-01-2018,43.11924239,44.69677602,42.88751244,44.63438797,86916100,0,0,-2.025955668
29-01-2018,44.20657718,45.32065426,44.00158741,44.54525757,46304000,0,0,-1.210200911
30-01-2018,44.09962661,44.61656001,43.44009488,43.48465729,32814600,0,0,0.981129307
31-01-2018,43.87679809,43.89462372,42.38839319,42.90532303,41619900,0,0,1.339844904
01-02-2018,42.51317889,43.19945072,42.29036349,42.46861649,28840400,0,0,-3.697387794
02-02-2018,42.17450369,42.59339778,41.08716332,41.13172913,28663000,0,0,-5.374475948
05-02-2018,41.30997347,42.12102138,39.66114088,39.67896652,47869000,0,0,-1.386115486
06-02-2018,39.49950721,40.31605754,38.61117059,40.29811096,58145400,0.3,0,3.318071016
07-02-2018,40.00199666,41.54536426,39.78664121,40.55832672,37508400,0,0,-3.506116037
08-02-2018,40.63011693,40.75573954,38.35095655,38.35992813,43151300,0,0,3.111324523
09-02-2018,39.03290573,39.73280502,37.72283662,39.4366951,49301100,0,0,0.042648027
12-02-2018,39.61615242,40.52243206,39.5623127,40.22632217,28379500,0,0,0.920670796
13-02-2018,40.01097247,40.18145979,39.71485912,39.89432144,19517600,0,0,3.843785468
14-02-2018,39.54436991,40.83649241,39.51745176,40.71984482,19922000,0,0,2.548420861
15-02-2018,41.16850175,41.2672062,40.33400484,41.20439148,23536800,0,0,1.298702897
16-02-2018,41.11465387,41.80558147,40.83648715,40.88135529,21475200,0,0,2.789411115
20-02-2018,40.79162699,41.91326216,40.72881569,41.56331253,25512000,0,0,-2.939193592
21-02-2018,41.87737036,42.22732342,41.20438924,41.22233582,27527500,0,0,-2.495311766
22-02-2018,41.40178741,41.77865852,40.93518687,41.09670258,16946400,0,0,4.14402049
23-02-2018,41.58125642,42.88235382,41.55433827,42.8285141,26040900,0,0,1.987211999
26-02-2018,43.25024897,44.08474574,43.16051611,44.06679916,26992300,0,0,2.811074386
27-02-2018,44.30010545,45.67298935,44.24626915,44.78465271,43624100,0,0,-0.432322763
28-02-2018,45.02692093,45.17049009,44.21934226,44.22831726,35541200,0,0,-0.329420366
01-03-2018,44.41675069,44.61415957,42.59521635,42.92721939,36326600,0,0,2.729305773
02-03-2018,42.35293857,44.01295701,42.13758314,43.95014572,33310600,0,0,2.324537627
05-03-2018,43.58225137,44.68593985,43.1066792,44.64107513,30826500,0,0,0.268600692
06-03-2018,45.00897225,46.05882446,45.00000067,45.502491,39132300,0,0,2.615532269
07-03-2018,45.0269198,46.20239462,44.95513351,46.04985046,31801900,0,0,1.272033987
08-03-2018,46.47158796,46.73180814,45.28714153,45.52941513,29481200,0,0,3.630018497
09-03-2018,46.00498736,46.92921363,45.76271376,46.83050919,32727900,0,0,-3.765423021
12-03-2018,46.53439394,46.6151518,45.3140545,46.22930908,32044400,0,0,1.386331082
13-03-2018,47.12662939,48.25723627,46.11267011,46.46261978,45573900,0,0,-2.08331403
14-03-2018,46.71386708,46.82154311,46.04088592,46.53440475,24993500,0,0,-2.775754442
15-03-2018,46.86639757,46.92920886,45.65503311,45.65503311,25631200,0,0,-1.068594754
16-03-2018,45.9152565,46.39083215,45.75374418,45.9152565,42559800,0,0,-1.828715636
19-03-2018,45.52941441,45.96909346,44.80259361,45.61017227,31115200,0,0,1.693202407
20-03-2018,45.65504218,46.48953908,45.62812061,46.25623703,22215000,0,0,-2.570783235
21-03-2018,46.2562342,46.81256429,45.91525615,46.2652092,23239500,0,0,-1.180903646
22-03-2018,45.52941441,46.62412796,45.4037884,45.61017227,30916000,0,0,-1.777906102
23-03-2018,45.39481866,45.75374328,44.29113007,44.29113007,37683900,0,0,6.014794656
26-03-2018,45.52941458,47.09970376,45.1525434,47.09072876,39306200,0,0,-4.631715632
27-03-2018,47.56630922,47.78166471,45.56531222,45.93320847,38777000,0,0,-3.786420594
28-03-2018,45.31405984,45.49352215,43.97706925,44.50648117,37970900,0,0,1.83709703
29-03-2018,44.84745498,46.73180389,44.74875054,46.73180389,45265800,0,0,-4.495976352
02-04-2018,46.38185265,46.69591253,42.43369922,43.8963089,67187800,0,0,1.565650167
03-04-2018,43.9680941,44.829509,43.43868222,44.64107513,39432400,0,0,0.515360453
04-04-2018,43.160515,45.00897078,43.07975714,44.85643005,30370000,0,0,3.37373461
05-04-2018,44.87438008,45.51147148,44.83849035,45.20638657,25115400,0,0,-4.790699296
06-04-2018,44.67697119,45.22432968,43.51944292,43.77966309,28215200,0,0,3.952931564
09-04-2018,44.1116669,45.86141841,44.1116669,44.46161652,31437000,0,0,5.478691562
10-04-2018,45.87038823,46.20239468,45.17048902,46.00498581,25906400,0,0,1.380764077
11-04-2018,45.75374268,46.41774877,45.60119852,45.8524437,17568400,0,0,4.377490622
12-04-2018,46.20239514,47.79960244,46.16650199,47.30608368,29781400,0,0,-2.861701725
13-04-2018,47.6111753,47.74576948,46.3011027,46.53440475,20884900,0,0,0.821308119
16-04-2018,46.92023935,47.13559137,46.47158532,47.01894379,18855500,0,0,-0.672005923
17-04-2018,47.47657267,48.18544691,47.4586261,48.04187775,21228700,0,0,-0.722215202
18-04-2018,48.02392887,48.7776678,47.86241314,48.10468674,22164700,0,0,-1.413046645
19-04-2018,47.512464,47.52143557,46.31007102,46.8574295,25422400,0,0,0.518270706
20-04-2018,46.8125617,46.91126614,45.65503686,46.23828506,26910100,0,0,0.409341819
23-04-2018,46.38185562,46.56131793,45.62811666,45.8524437,21706700,0,0,1.818717601
24-04-2018,46.54337168,48.13160748,45.88833715,46.16650391,42494700,0,0,-0.564385129
25-04-2018,46.53439858,46.7497506,45.40378846,46.1036911,25752800,0,0,3.793386517
26-04-2018,46.89331774,47.79960079,46.72283044,47.60219193,39575000,0,0,-1.187981307
27-04-2018,49.74675597,50.06081584,46.86639802,47.31505203,69888100,0,0,-1.348892267
30-04-2018,47.16251399,47.88933135,45.95114603,46.31904221,36417400,0,0,1.828629585
01-05-2018,46.33699394,47.93420141,46.15753162,47.85344696,27600800,0,0,-0.034677051
02-05-2018,47.63809359,47.73679804,46.7946251,46.93819427,25778300,0,0,-0.691132313
03-05-2018,46.56131672,47.16251492,45.95114693,46.91126633,28561000,0,0,3.875821149
04-05-2018,46.58637412,47.68740927,46.02683319,47.63325882,25642500,0.3,0,0.188232123
07-05-2018,47.70544973,48.35524128,47.67837623,48.1296196,20285700,0,0,3.502343629
08-05-2018,48.09352588,48.40037155,47.6513058,48.40037155,21026800,0,0,0.64915989
09-05-2018,48.51770497,49.06822265,48.0032876,49.04114914,19827500,0,0,-1.415161181
10-05-2018,49.230659,49.63677879,48.82453921,49.61872864,18715900,0,0,1.631339552
11-05-2018,49.29383508,49.80825236,49.12236381,49.33895874,15405000,0,0,-1.64583987
14-05-2018,49.42920361,49.85337352,49.40213011,49.54652786,21878200,0,0,-4.674599588
15-05-2018,49.25774266,49.4111638,48.3372055,48.66209793,21712600,0,0,3.625837898
16-05-2018,48.88770452,49.36602483,48.69818314,49.31187439,16260500,0,0,2.946292951
17-05-2018,49.23065682,50.03386956,49.11333257,49.46530533,16872600,0,0,-2.921845003
18-05-2018,49.21260708,49.22163388,48.25597322,48.28304672,23679900,0,0,-1.390016964
21-05-2018,49.05919067,49.83532999,48.6079472,49.02309036,25367400,0,0,-1.328251268
22-05-2018,49.39311044,49.68190599,48.77941903,49.14041519,19009600,0,0,2.264692182
23-05-2018,48.73429324,49.84435173,48.58989547,49.82630157,20555400,0,0,0.02592364
24-05-2018,49.79921764,49.90751508,48.85160727,49.41114807,19667100,0,0,3.337252008
25-05-2018,49.45627965,50.08802115,49.22163458,50.0338707,18550000,0,0,-1.525267753
29-05-2018,49.74507339,50.36779151,49.46530467,49.92557144,24253500,0,0,2.815279462
30-05-2018,50.4399868,50.71975894,50.19631495,50.25046539,24711500,0,0,-0.282923782
31-05-2018,50.24144249,50.4129172,49.69092839,49.817276,30962100,0,0,5.51438258
01-06-2018,50.39486889,51.53200087,50.35876858,51.51395416,31183200,0,0,-2.387781087
04-06-2018,51.45077072,51.98323807,51.24319917,51.28832626,22538100,0,0,-0.513951686
05-06-2018,51.3515084,51.55005319,50.73781701,51.01758575,21687000,0,0,3.705160925
06-06-2018,51.01757907,51.49589943,50.61146275,51.46882248,22955400,0,0,-2.660469769
07-06-2018,51.36954912,51.44174972,50.19631692,50.43096542,27596100,0,0,-2.997851203
08-06-2018,50.14217409,50.26852171,49.32993449,49.68190384,30822900,0,0,-3.226661105
11-06-2018,49.45627798,49.71799999,48.96893426,49.20358276,25752400,0,0,0.609123583
12-06-2018,49.51945838,49.66385615,48.93284392,49.47433472,23294900,0,0,-2.176902152
13-06-2018,49.61873285,50.26852456,49.55555903,49.66385651,22631400,0,0,2.455998084
14-06-2018,50.04289866,50.41291815,49.79922679,50.12412262,23419800,0,0,-1.884957256
15-06-2018,49.7902043,49.97972918,49.25774029,49.73605728,39194700,0,0,-3.857943873
18-06-2018,49.0050376,49.0050376,47.23616412,48.03035355,40764400,0,0,1.27631457
19-06-2018,47.05566176,47.78667732,46.8210167,47.76862717,31780900,0,0,-0.041272697
20-06-2018,48.00327637,48.50867027,47.55203292,48.24694824,21403000,0,0,-1.816185323
21-06-2018,49.07723257,49.21260353,46.8751626,47.1007843,44435600,0,0,1.212801293
22-06-2018,47.48885547,47.91302538,47.20005996,47.38055801,34682100,0,0,-5.128301029
25-06-2018,46.18024162,46.70368554,45.04310992,45.76509857,45356500,0,0,-4.92178187
26-06-2018,45.0792215,45.49436465,44.54675409,44.82652283,37543000,0,0,0.888290526
27-06-2018,44.52870067,45.17849229,43.9962333,44.00525665,33338800,0,0,3.992274733
28-06-2018,43.84281092,44.66407378,43.77061033,44.44747543,29055700,0,0,-1.308686178
29-06-2018,44.7001696,45.22361359,44.67309609,44.86261749,28906500,0,0,-1.696394038
02-07-2018,44.25795549,45.36801389,44.06843408,45.30484009,23755500,0,0,-1.148403522
03-07-2018,45.64778759,45.90048281,44.60992631,44.64602661,16327900,0,0,4.028029373
05-07-2018,45.10629695,45.99073374,44.89872537,45.80121231,26163500,0,0,1.083292622
06-07-2018,45.81926133,46.47807637,45.48534213,46.36075211,19968000,0,0,3.456173009
09-07-2018,46.60443026,46.83005203,46.02683911,46.80297852,21361600,0,0,3.394598452
10-07-2018,47.01956476,47.16396252,46.78491969,47.07371521,17362900,0,0,-4.415914806
11-07-2018,46.64953774,46.81198562,46.19829437,46.20732117,18665600,0,0,1.700715802
12-07-2018,46.97443669,47.36250628,46.68564119,47.24518204,20292700,0,0,0.43803701
13-07-2018,47.29031658,47.30836328,46.71272205,47.12786865,13749300,0,0,0.308833762
16-07-2018,47.06469028,47.21811139,46.81199163,46.93833923,15951500,0,0,0.370989149
17-07-2018,46.07195192,46.82101764,46.03585162,46.70369339,15754500,0,0,-0.584231947
18-07-2018,46.81199527,46.90224603,46.45100257,46.6766243,14649000,0,0,-1.769174839
19-07-2018,46.56831657,46.93833601,46.07194953,46.91126251,15954600,0,0,0.386836232
20-07-2018,46.77589016,46.99248505,46.32464678,46.84808731,17380500,0,0,2.728209048
23-07-2018,46.72174743,47.38056246,46.32465443,47.20909119,15945500,0,0,-0.987426549
24-07-2018,47.61521468,48.10255851,47.00152666,47.09177399,17788700,0,0,0.638511764
25-07-2018,47.11884221,47.33544059,46.10805781,47.31739044,19854800,0,0,0.290827669
26-07-2018,47.33543723,47.99425223,46.81199319,47.07371521,28282500,0,0,-9.986276271
27-07-2018,44.00526274,44.40235921,42.85008053,43.03057861,67816700,0,0,1.051530498
30-07-2018,42.98545336,43.3103492,41.90246836,43.03960037,35696600,0,0,-0.810351021
31-07-2018,43.53596561,43.93305857,43.03959511,43.40961456,36581200,0,0,2.476009002
01-08-2018,43.37351563,44.14062801,43.31936518,44.05038071,28060700,0,0,-1.116956794
02-08-2018,43.77061542,44.69115249,43.49987003,44.65505219,26452500,0,0,0.349938257
03-08-2018,44.67310009,44.92579531,44.37527777,44.79042435,22008200,0,0,-1.50821114
06-08-2018,44.28196909,44.77227673,43.87337939,44.76319504,26669000,0.3,0,3.159204674
07-08-2018,44.88122334,45.24441488,44.86306341,45.12637711,28322700,0,0,3.035564527
08-08-2018,45.03557416,45.51680344,44.89029825,45.36244583,21990600,0,0,-0.22108774
09-08-2018,45.27165074,45.94355054,45.14453474,45.52588272,23795600,0,0,-2.390535793
10-08-2018,44.04588721,44.64515086,43.8552132,44.354599,28712400,0,0,0.917813667
13-08-2018,44.41815924,44.70871458,43.92785511,43.99141312,17070600,0,0,-2.576984736
14-08-2018,44.19115821,44.27287613,43.26502641,43.69177246,23061600,0,0,-1.178433575
15-08-2018,43.38306591,43.58282161,42.58405,43.09251404,26739900,0,0,-1.487397698
16-08-2018,43.35582045,43.5374162,42.72023705,42.82919312,24358000,0,0,0.170738739
17-08-2018,42.6748403,43.02895012,42.06649849,42.76563644,26382000,0,0,-1.904738121
20-08-2018,42.72023377,42.78379175,41.93937452,42.22084808,24334000,0,0,3.629557535
21-08-2018,42.36613357,43.44662309,42.34797365,43.23778915,19254300,0,0,-3.333409731
22-08-2018,42.90182966,42.99262579,42.60219617,42.72023392,23182500,0,0,-2.017797382
23-08-2018,42.54772118,42.8291913,42.41152351,42.65667725,31343200,0,0,3.978717201
24-08-2018,42.93815895,43.48294282,42.74748494,43.27410889,18214700,0,0,-1.489655918
27-08-2018,43.58281807,43.93692791,43.24686815,43.90060806,17170300,0,0,-0.196586147
28-08-2018,44.08220476,44.30012038,43.86429261,44.10036469,13472400,0,0,0.062595527
29-08-2018,44.21839588,44.36367178,43.94600399,44.26379395,13479100,0,0,-3.520325448
30-08-2018,44.05497515,44.33644883,43.66454538,43.8007431,16418800,0,0,-1.581333788
31-08-2018,43.54649044,44.09127765,43.5101706,43.9732399,16484000,0,0,-2.976516297
04-09-2018,43.92784495,43.97324302,43.1833055,43.54649353,15682900,0,0,0.562744203
05-09-2018,43.35582091,43.69177081,43.10158894,43.32858276,20857200,0,0,-0.543215784
06-09-2018,43.36489921,43.54649497,42.86551349,42.91091156,19318100,0,0,-4.384921615
07-09-2018,42.5931287,43.11067443,42.09374289,42.17546082,25958300,0,0,-3.169632435
10-09-2018,42.27533641,42.45692872,41.97570286,42.03926086,21522400,0,0,-0.359947434
11-09-2018,41.76685552,41.79409366,40.75900258,40.79532242,32455300,0,0,-2.738819237
12-09-2018,40.45937259,40.84072048,40.00538503,40.79532242,29778700,0,0,4.109481753
13-09-2018,41.47631981,41.63067398,40.95877407,41.37644196,18657100,0,0,-3.061302568
14-09-2018,41.56711336,41.73963091,41.17668366,41.3492012,22998700,0,0,-0.333541197
17-09-2018,41.12220009,41.67606554,41.03140048,41.24023438,17603200,0,0,0.579062757
18-09-2018,41.38551807,42.24809188,41.23116046,41.8576622,20528100,0,0,2.405974843
19-09-2018,41.84858496,42.16637495,41.66698919,41.90306473,15918900,0,0,1.008235886
20-09-2018,42.47508245,43.00170977,42.2390104,42.85643387,21999300,0,0,0.758501393
21-09-2018,42.78379482,43.05618671,42.10281335,42.36612701,52650600,0,0,3.463762579
24-09-2018,42.04833679,42.67483849,41.90306088,42.59312057,17847000,0,0,-4.770633211
25-09-2018,41.96661992,42.12097406,41.58526849,41.68514633,23389900,0,0,1.84425129
26-09-2018,41.80318425,42.03925631,41.38551644,41.4944725,23957700,0,0,-1.559556864
27-09-2018,41.68515136,41.92122345,41.52171551,41.65791321,15415500,0,0,4.929053238
28-09-2018,41.42183546,43.35582397,41.27655954,42.93815613,46223500,0,0,-1.284829153
01-10-2018,42.48417261,42.87460234,41.94846695,42.17546082,23796200,0,0,1.594967928
02-10-2018,43.13790512,44.38183378,42.96539106,43.67361069,42121100,0,0,-0.85749382
03-10-2018,44.14576074,45.14453571,44.09128444,44.27287674,39211900,0,0,-2.085464287
04-10-2018,44.3455208,44.36368073,43.23778965,43.70085907,30108300,0,0,0.367958346
05-10-2018,43.79165871,43.89153658,42.36613743,42.7020874,28901400,0,0,2.58637603
08-10-2018,42.63852939,42.99263929,42.23902141,42.7020874,19376800,0,0,-0.045425718
